Prompt:,"IName:,","Completion:,",Anti-Clockwise Metamorphosis,IDescription:,"A secret symbol left by Caryll, runesmith of Byrgenwerth. The twisted cross means metamorphosis. Rotated anti-clockwise, this rune boosts stamina. The discovery of blood made their dream of evolution a reality. Metamorphosis, and the excesses and deviation that followed, was only the beginning.",IType:
Prompt:,"IName:,","Completion:,",Antidote,IDescription:,"Small medicinal tablets that counteract poison. Used to treat ashen blood, the baffling sickness that ravaged Old Yharnam long ago. These tablets only provide short-term relief. The ashen blood ailment eventually triggered the spread of the beastly scourge.",IType:
Prompt:,"IName:,","Completion:,",Arcane Haze,IDescription:,"Material used in a Holy Chalice rite. The tiny smatterings of haze that are found in certain ritual materials. Sometimes required for special rites. The additional rite Sinister Bell makes the bell-ringing woman appear, and when she rings a sinister bell, hunters from other worlds will be beckoned as adversaries.",IType:
Prompt:,"IName:,","Completion:,",Arcane Lake Rune,IDescription:,"A secret symbol left by Caryll, runesmith of Byrgenwerth. This transcription of the Great Ones' inhuman voices ripples like a watery reflection. This rune means Lake, and those branded by it enjoy augmented defense. Great volumes of water serve as a bulwark guarding sleep, and an augur of the eldritch Truth. Overcome this hindrance, and seek what is yours.",IType:
Prompt:,"IName:,","Completion:,",Armor Smithbox,IDescription:,Tool used to etch titanite into armor for reinforcement. Rest at a bonfire to make armor reinforcement possible,IType:
Prompt:,"IName:,","Completion:,",Armor Smithbox,IDescription:,Tool used to etch titanite into armor for reinforcement. Rest at a bonfire to make armor reinforcement possible,IType:
Prompt:,"IName:,","Completion:,",Ash Knuckle Ring,IDescription:,"Knuckle ring worn by Rhoy the Explorer. Increases petrification resistance. Petrification is tantamount to death, and in that sense, this knuckle ring is a charm that may save your life.",IType:
Prompt:,"IName:,","Completion:,",Ashen Estus Ring,IDescription:,"Gray crystalline ring crafted from shards. Increases FP restored by Ashen Estus Flask.

Once a treasure brought before Lothric's Queen, she had it enshrined in the Cemetery of Untended Graves, so that one day an Unkindled might profit from its use.",IType:
Prompt:,"IName:,","Completion:,",Astral Clocktower Key,IDescription:,"Key to the Astral Clocktower at the top of the Grand Cathedral. The caretaker of the tower's numerous patients, known to them only as Lady Maria, made her home behind the giant star-interpreting clock.",IType:
Prompt:,"IName:,","Completion:,",Augur of Ebrietas,IDescription:,"Remnant of the eldritch Truth encountered at Byrgenwerth. Use phantasms, the invertebrates known to be the augurs of the Great Ones, to partially summon abandoned Ebrietas. The initial encounter marked the start of an inquiry into the cosmos from within the old labyrinth, and led to the establishment of the Choir.",IType:
Prompt:,"IName:,","Completion:,",Avolina's Doll,IDescription:,"It is said that Avolina was fond of spiders and creepy crawlies. Born outside of marriage, Avolina shamed her house, and was locked away with only her books and this ragged old doll to keep her company.",IType:
Prompt:,"IName:,","Completion:,",Balcony Key,IDescription:,"Key to the balcony on the first floor of the Research Hall. Lady Maria of the Astral Clocktower gave this to the patient, Adeline. Maria had hoped Adeline would find comfort in the faint breeze that carried the scent of flowers from the outside, but Adeline couldn't fathom her intentions.",IType:
Prompt:,"IName:,","Completion:,",Balder Shield,IDescription:,Shield of the knights of the ancient kingdom of Balder. Tweaked for improved stability. Balder was the home of Knight King Rendal but the kingdom was reduced to ruins after a widespread outbreak of Undead,IType:
Prompt:,"IName:,","Completion:,",Baneful Bird Ring,IDescription:,"Ring of Raime the traitor. Reduces stamina loss when blocking with a shield. Raime was an agile swordsman who served King Vendrick, but after resigning from his post, he reconsidered his way of life and was born again as a stalwart warrior.",IType:
Prompt:,"IName:,","Completion:,",Basin of Vows,IDescription:,"Chalice used in old ceremony in which Lothric knights take their vows.

It is only a formality now, but it remains as an empty practice.

Place this basin at a statue of a beheading knight.",IType:
Prompt:,"IName:,","Completion:,",Bastard of Loran,IDescription:,"Special material used in a Holy Chalice ritual. Remains of Loran infant infected by the scourge. A harbinger of curses and symbol of defilement. The additional rite Curse defiles dungeons in which hunters' HP is greatly eroded, but what better place to seek cursed blood gems but in the midst of defilement?",IType:
Prompt:,"IName:,","Completion:,",Beast Blood Pellet,IDescription:,"Large medicinal pellets, supposedly formed of coagulated beast blood. Banned by the Healing Church due to their unclear origin. Grants a spurt of beasthood. Ripping apart the flesh of one's enemies and being rained up by their splattering blood invigorates one's sense of beasthood, feeding strength and euphoric feeling alike.",IType:
Prompt:,"IName:,","Completion:,",Beast Roar,IDescription:,"One of the forbidden hunter tools made by Irreverent Izzy. Borrow the strength of the terrible undead darkbeasts, if only for a moment, to blast surrounding foes back with the force of a roaring beast. The indescribable sound is broadcast with the caster's own vocal cords, which begs the question, what terrible things lurk deep within the frames of men?",IType:
Prompt:,"IName:,","Completion:,",Beast Roar,IDescription:,"One of the forbidden hunter tools made by Irreverent Izzy. Borrow the strength of the terrible undead darkbeasts, if only for a moment, to blast surrounding foes back with the force of a roaring beast.
The indescribable sound is broadcast with the caster's own vocal cords, which begs the question, what terrible things lurk deep within the frames of men?",IType:
Prompt:,"IName:,","Completion:,",Beast Rune,IDescription:,"A secret symbol left by Caryll, runesmith of Byrgenwerth. A transcription of the roar of a labyrinth beast, the bearer of the Beast rune has accentuated transformation effects. Beast is one of the early Caryll Runes. as well as one of the first to be deemed forbidden. The discovery of blood entailed the discovery of undesirable beasts.",IType:
Prompt:,"IName:,","Completion:,",Beast's Embrace Rune,IDescription:,"After the repeated experiments in controlling the scourge of beasts, the gentle Embrace rune was discovered. When its implementation failed, the Embrace became a forbidden rune, but this knowledge became a foundation of the Healing Church. Those who swear this oath take on a ghastly form and enjoy accentuated transformation effects, especially while wielding a beast weapon.",IType:
Prompt:,"IName:,","Completion:,",Beasthunter's Damp Blood Gem,IDescription:,"A blood gem that fortifies weapons and adds various properties. This particular specimen has a pronounced effect, due to its extended state of dampness.Most waning blood gems provide rare special effects such as fire, bolt, or healing.",IType:
Prompt:,"IName:,","Completion:,",Bellowing Dragoncrest Ring,IDescription:,"A special ring granted to only the most accomplished sorcerers at Vinheim Dragon School. The ring is engraved with an everlasting dragon, and boosts the strength of sorceries.",IType:
Prompt:,"IName:,","Completion:,",Bellowing Dragoncrest Ring,IDescription:,"A special ring given to those who are deemed fit to undertake the journey of discovery in Vinheim, home of sorcery.

Greatly boosts sorceries.

Apropos to the Dragon School, the seal depicts an everlasting dragon. A bellowing dragon symbolizes the true nature of the consumate sorcerer.",IType:
Prompt:,"IName:,","Completion:,",Binoculars,IDescription:,"Binoculars made of Brass. Use to peer at distant scenery. This advanced device was built by a famous craftsman of Astora. Its utility is singular, but its applications many. The value of these specs depends greatly on the imagination of their owner",IType:
Prompt:,"IName:,","Completion:,",Binoculars,IDescription:,"Binoculars made of Brass. Use to peer at distant scenery. This advanced device was built by a famous craftsman of Astora. Its utility is singular, but its applications many. The value of these specs depends greatly on the imagination of their owner",IType:
Prompt:,"IName:,","Completion:,",Black Eye Orb,IDescription:,"Mystical orb found on a Keeper's corpse. Invade the world of the murderer of a Fire Keeper, to defeat the perpetrator and reclaim the soul of the Fire Keeper. The Black Eye keeps constant watch on the city of the Gods, Anor Londo",IType:
Prompt:,"IName:,","Completion:,",Black Eye Orb,IDescription:,"Mystical orb found on a Keeper's corpse. Invade the world of the murderer of a Fire Keeper, to defeat the perpetrator and reclaim the soul of the Fire Keeper. The Black Eye keeps constant watch on the city of the Gods, Anor Londo",IType:
Prompt:,"IName:,","Completion:,",Black Iron Greatshield,IDescription:,Greatshield of the might knight Tarkus Built of special black iron and even heavier than Knight Berenike's tower shield. Especially resistant to fire attacks and effective for shield bashing.,IType:
Prompt:,"IName:,","Completion:,",Black Knight Shield,IDescription:,Shield of the Black Knights that wander Lordan. A flowing canal is chiseled deeply into its face. Long ago the black knights faced the chaos demons and were charred black but their shields became highly resistant to fire,IType:
Prompt:,"IName:,","Completion:,",Blacksky Eye,IDescription:,"Soft eye blessed by a phantasm. They were discovered through Byrgenwerth's contact with the arcane, but in the end revealed nothing. Deep within the eye lies a vast stretch of dark sky that rumbles with an endless meteor storm. The slightest rub of the tiny orb, and the rock will tumble and soar.",IType:
Prompt:,"IName:,","Completion:,",Blacksky Eye,IDescription:,"Soft eye blessed by a phantasm. They were discovered through Byrgenwerth's contact with the arcane, but in the end revealed nothing.
Deep within the eye lies a vast stretch of dark sky that rumbles with an endless meteor storm. The slightest rub of the tiny orb, and the rock will tumble and soar.",IType:
Prompt:,"IName:,","Completion:,",Blood Dreg,IDescription:,"The Vilebloods of Cainhurst, blood-lusting hunters, see these frightful things in coldblood. They often appear in the blood of echo fiends, that is to say, the blood of hunters. Queen Annalise partakes in these blood dreg offerings, so that she may one day bear the Child of Blood, the next Vileblood heir.",IType:
Prompt:,"IName:,","Completion:,",Blood Gem Workshop,IDescription:,"A misplaced workshop tool from the Hunter's Dream. The hunter who retrieves this can fortify weapons by kneading blood gems into them. Blood gems add properties to weapons when used to fortify them, as blood defines an organism.",IType:
Prompt:,"IName:,","Completion:,",Blood Gem Workshop Tool,IDescription:,"A misplaced workshop tool from the Hunter's Dream.

The hunter who retrieves this can fortify weapons by kneading blood gems into them.

Blood gems add properties to weapons when used to fortify them, as blood defines an organism.",IType:
Prompt:,"IName:,","Completion:,",Blood Of Adella,IDescription:,"Blood taken from Adella, nun of the Healing Church. Restores an amount of HP, then continues to gradually restore HP for a short time. The Healing Church nuns are chosen for their merit as vessels for blood, and groomed as Blood Saints. The mere chance of being treated with their blood lends legitimacy to the Healing Church and communion.",IType:
Prompt:,"IName:,","Completion:,",Blood of Arianna,IDescription:,"Blood taken from Arianna, Cathedral Ward woman of pleasure. The sweet blood of Arianna restores HP, and temporarily speeds stamina recovery. A member of the old Healing Church would know that her blood is similar indeed, to precisely what was once forbidden.",IType:
Prompt:,"IName:,","Completion:,",Blood of the Soul,IDescription:,"Blood of the soul that seeped from the hole within Slave Knight Gael. 

Used as pigment by his lady in Ariandel to depict a painted world.

When Gael came upon the pygmy lords, he discovered that their blood had long ago dried, and so consumed the dark one's soul.",IType:
Prompt:,"IName:,","Completion:,",Blood Rapture Rune,IDescription:,"A Caryll rune that transcribes inhuman sounds. Blood Rapture is the raw euphoria of the warmth of blood. Restores HP with visceral attacks, one of the darker hunter techniques. This rune resonates with servants of the Queen, carrier of the Child of Blood, who yearn for their Queen's blood with little hope of requitement. For them, they find solace in Blood Rapture, that serves as a surrogate for their desires.",IType:
Prompt:,"IName:,","Completion:,",Blood Rapture Rune,IDescription:,"A Caryll rune that transcribes inhuman sounds. Blood Rapture is the raw euphoria of the warmth of blood. Restores HP with visceral attacks, one of the darker hunter techniques. This rune resonates with servants of the Queen, carrier of the Child of Blood, who yearn for their Queen's blood with little hope of requitement. For them, they find solace in Blood Rapture, that serves as a surrogate for their desires.",IType:
Prompt:,"IName:,","Completion:,",Blood Stone Shard,IDescription:,"A solid shard that forms in coldblood. After death, a substance in the blood hardens, and that which does not crystallize is called a blood stone. At the workshop, these bloodstones are embedded in weapons to fortify them.",IType:
Prompt:,"IName:,","Completion:,",Blood Vial,IDescription:,"Special blood used in ministration. Restores HP. Once a patient has had their blood ministered, a unique but common treatment in Yharnam, successive infusions recall the first, and are all the more invigorating for it. No surprise that most Yharnamites are heavy users of blood.",IType:
Prompt:,"IName:,","Completion:,",Bloodbite Ring,IDescription:,"One of the infamous bite rings commissioned by Sir Arstor of Carim. Despite the dreadful rumors surrounding its creation, this ring is an unmistakable asset, in its ability to help prevent bleeding.",IType:
Prompt:,"IName:,","Completion:,",Bloodbite Ring,IDescription:,"One of several bite rings, known for their peculiar design. Increases bleeding resistance. The similar, oddly disturbing design of these rings suggests a common source. Whoever the master craftsman was, he clearly knew his trade.",IType:
Prompt:,"IName:,","Completion:,",Bloodshield,IDescription:,The bloodshield spoken of in the lost legends. The red blood is slightly enchanted and boost various resistances,IType:
Prompt:,"IName:,","Completion:,",Bloodshot Eyeball,IDescription:,"Material used in a Holy Chalice rite. An exquisite eyeball removed quickly after death, or perhaps even before. Used to unlock the seal of the old labyrinth hintertombs.",IType:
Prompt:,"IName:,","Completion:,",Blooming Coldblood Flower,IDescription:,"Material used in a Holy Chalice ritual. Pale vegetation that commonly grows on coldblood in a place long abandoned, that has bloomed into a bright red stygian flower.",IType:
Prompt:,"IName:,","Completion:,",Blue Elixir,IDescription:,"Dubious liquid medicine used in strange experiments conducted by high ministers of the Healing Church. A type of anesthetic that numbs the brain. Hunters, able to retain consciousness by force of will, make use of a secondary effect of the medicine, which dilutes their presence while standing still.",IType:
Prompt:,"IName:,","Completion:,",Blue Seal,IDescription:,"Ring of the Way of Blue covenant. Increases HP slightly. The Way of Blue is not a developed religion. It is a humble prayer that spread naturally amongst those seeking help. When apostles of Blue are invaded by dark spirits, they can receive assistance from masters of other worlds.",IType:
Prompt:,"IName:,","Completion:,",Blue Tearstone Ring,IDescription:,The rare gem called tearstone has the uncanny ability to sense imminent death. This blue tearstone from Catarina boosts the defence of its wearer when in danger,IType:
Prompt:,"IName:,","Completion:,",Blue Tearstone Ring,IDescription:," A ring set with a rare tearstone. Reacts when the wearer is in danger, temporarily increasing its wearer's physical defense. Caitha, goddess of tears, mourns those who have lost loved ones by shedding pure tears of blue. It is said that the stone set in this ring is one such tear",IType:
Prompt:,"IName:,","Completion:,",Bold Hunter's Mark,IDescription:,"Dangling, upside-down rune etched in the mind of a hunter. This reminder allows one to envision the rune with clarity. Allows a hunter to awaken again without losing Blood Echoes, a trick that seems nearly too good to be true.",IType:
Prompt:,"IName:,","Completion:,",Bolt Paper,IDescription:,"Coarse paper that applies bolt to weapons when rubbed. Invented by Archibald, the infamous eccentric of the Healing Church workshop. Artificially recreates the blue sparks that are said to surround darkbeasts. Unlike the other strange weapons created by Archibald, this one was favored by many hunters, in particular those who had even once laid eyes on a darkbeast.",IType:
Prompt:,"IName:,","Completion:,",Bone Marrow Ash,IDescription:,"Additional medium that strengthens Quicksilver Bullets. According to the workshop, this is a special bone marrow ash collected from Hemwick Charnel Lane. Invaluable to hunters with weak bloodtinge who require the use of stronger firearms.",IType:
Prompt:,"IName:,","Completion:,",Bonewheel Shield,IDescription:,Giant wooden wheel encircled by spikes. Half-melded to a strange skeleton Can be used as a great shield only for the great gaps. But at least the spikes turn into weapons with a good spin. Strange indeed!,IType:
Prompt:,"IName:,","Completion:,",Book of the Guilty,IDescription:,"The goddess of Sin, Velka, oversees this list of the guilty, who have disrespected the Gods or their covenants, and shall one day face the wrath of the Blades of the Darkmoon",IType:
Prompt:,"IName:,","Completion:,",Book of the Guilty,IDescription:,"The goddess of Sin, Velka, oversees this list of the guilty, who have disrespected the Gods or their covenants, and shall one day face the wrath of the Blades of the Darkmoon",IType:
Prompt:,"IName:,","Completion:,",Bottomless Box,IDescription:,"A peculiar bottomless wooden box. Its origins are unknown. Some deride it as a symbol of unbridled avarice.Any number of items can be deposited into the box, and items can be managed while resting at a bonfire",IType:
Prompt:,"IName:,","Completion:,",Bottomless Box,IDescription:,"A peculiar bottomless wooden box. Its origins are unknown. Some deride it as a symbol of unbridled avarice.Any number of items can be deposited into the box, and items can be managed while resting at a bonfire",IType:
Prompt:,"IName:,","Completion:,",Bracing Knuckle Ring,IDescription:,"Knuckle ring worn by Rhoy the Explorer. Slows equipment degradation. Expensive, flashy gear will not always make life easier for you. Sometimes, you just need your tried-and-true equipment to last the long haul.",IType:
Prompt:,"IName:,","Completion:,",Braille Divine Tome of Carim,IDescription:,"A sacred braille tome from Carim, filled with advanced miracles.
Give to a storyteller to learn advanced Carim miracles.
In the Way of White, there is a tradition of placing great faith in the words of the blind, and braille tomes are not unusual.",IType:
Prompt:,"IName:,","Completion:,",Braille Divine Tome of Lothric,IDescription:,Braille Divine Tome of Lothric,IType:
Prompt:,"IName:,","Completion:,",Broken Trinket,IDescription:,A rotting wooden amulet with an unrecognizable figure engraved into it.,IType:
Prompt:,"IName:,","Completion:,",Buckler,IDescription:,Very small round metal shield. Parry attacks with large center protrusion. Small shields are always less stable but landing critical hits after parry is easier. This shield is specialized for parrying.,IType:
Prompt:,"IName:,","Completion:,",Caduceus Kite Shield,IDescription:,Medium metal shield. Decorated by an ancient blue Caduceus. A standard widely-used shield,IType:
Prompt:,"IName:,","Completion:,",Caduceus Round Shield,IDescription:,Round wooden shield crafted in Lordran. Decorated by an ancient blue Caduceus. The giant trees in Lordran are distant offspring of the great stone archtrees. This shield inherits their properites and the wood greatly reduces magic damage.,IType:
Prompt:,"IName:,","Completion:,",Cainhurst Badge,IDescription:,"Badge of the royal guards of Cainhurst, loyal guardians of the Vileblood Queen Annalise.

The Vilebloods are hunters of blood, and hunt prey as they search for blood dregs. The hunter who joins them is faced with a decision: to merely borrow their strength, or to become one of them, heart and soul.",IType:
Prompt:,"IName:,","Completion:,",Cainhurst Summons,IDescription:,"An old blood-stained summons, inviting an honored guest to the forsaken Castle Cainhurst. Rather bafflingly, it is addressed to you. Do not hesitate; the stagecoach leaves from Hemwick crossing.",IType:
Prompt:,"IName:,","Completion:,",Cainhurst Summons,IDescription:,"An old blood-stained summons, inviting an honored guest to the forsaken Castle Cainhurst.

Rather bafflingly, it is addressed to you.

Do not hesitate; the stagecoach leaves from Hemwick crossing.",IType:
Prompt:,"IName:,","Completion:,",Calamity Ring,IDescription:,"A ring enchanted by the orange eye of Kalameet, the bringer of calamity. Doubles damage received by its wearer. A useless ring befitting of no finger. Best left unknown, or at least well hidden.",IType:
Prompt:,"IName:,","Completion:,",Calamity Ring,IDescription:,"A ring made from the orange eye of a calamitous dragon. Receive double damage.

This ring has no useful powers, and is merely a symbol of dragon worship, a thing quietly passed down amongst its most fervent adherents, some of whom become convinced the task has been bestowed upon them as a sacred duty.",IType:
Prompt:,"IName:,","Completion:,",Carthus Bloodring,IDescription:,"Ring worn by warriors of the sand kingdom, Carthus. Boosts rolling invincibility, at the cost of defense.

The sword technique of Carthus allows for fluid movement with a curved sword. Masters of the technique are said to dazzle their opponents by moving as weightlessly as a grain of sand. They live for their High Lord Wolnir, conqueror of most kingdoms known to their people.",IType:
Prompt:,"IName:,","Completion:,",Carthus Milkring,IDescription:,"Ring worn by the warriors of the sand kingdom, Carthus. Slightly boosts dexterity and obscures the wearer while rolling.

The sword technique of Carthus allows for fluid movement with a curved sword. Masters of the technique are said to dazzle their opponents by moving as weightlessly as a grain of sand. They live for their High Lord Wolnir, conqueror of most kingdoms known to their people.",IType:
Prompt:,"IName:,","Completion:,",Carthus Pyromancy Tome,IDescription:,"A pyromancy tome from Carthus containing pyromancies crafted for battle.

Give to the old pyromancer to learn advanced pyromancies of the Great Swamp.

Carthus pyromancies developed in isolation from other forms, explaining their divergent evolution.",IType:
Prompt:,"IName:,","Completion:,",Cat Covenant Ring,IDescription:,Ring granted to those bound by the Forest Hunter covenant. Answer Alvina's summoning. The white cat Alvina speaks a human tongue and has lived since the early Age of Fire. Alvina was a trusted friend of Knight Artorias and the Great Wolf Sif.,IType:
Prompt:,"IName:,","Completion:,",Celestial Dial,IDescription:,"A celestial dial that functions with the giant astral clock in the Grand Cathedral. When the dial is held up towards the Astral Clock, the clock will come to life and reveal a secret to its curious interloper",IType:
Prompt:,"IName:,","Completion:,",Celestial Dial,IDescription:,"A celestial dial that functions with the giant astral clock in the Grand Cathedral.

When the dial is held up towards the Astral Clock, the clock will come to life and reveal a secret to its curious interloper",IType:
Prompt:,"IName:,","Completion:,",Chillbite Ring,IDescription:,"One of the bite rings native to Carim.  Increases frost resistance.

This ring would never grace Friede's hand, for the painting and its frost became her home.",IType:
Prompt:,"IName:,","Completion:,",Chloranthy Ring,IDescription:,"The ring is named for its decorative green blossom, but its luster is long since faded. Raises stamina recovery speed.",IType:
Prompt:,"IName:,","Completion:,",Chloranthy Ring,IDescription:,"This old ring is named for its decorative green blossom, but its luster is long since faded.

Raises stamina recovery speed.",IType:
Prompt:,"IName:,","Completion:,",Choir Bell,IDescription:,"Special hunter tool of the Choir, high-ranking members of the church. Fashioned after a bell that projects an arcane sound across planes of existence The sound of this smaller, silver version of the bell does not cross planes, but grants vigor and healing to all cooperators.",IType:
Prompt:,"IName:,","Completion:,",Choir Bell,IDescription:,"Special hunter tool of the Choir, high-ranking members of the church. Fashioned after a bell that projects an arcane sound across planes of existence
The sound of this smaller, silver version of the bell does not cross planes, but grants vigor and healing to all cooperators.",IType:
Prompt:,"IName:,","Completion:,",Clawmark Rune,IDescription:,"A Caryll rune that transcribes inhuman sounds. The Clawmark is an impulse to seek the warmth of blood like a beast. It strengthens visceral attacks, one of the darker hunter techniques. Although the difference is subtle, Runesmith Caryll describes the Beast as a horrific and unwelcome instinct deep within the hearts of men, while Clawmark is an alluring invitation to accept this very nature.",IType:
Prompt:,"IName:,","Completion:,",Cleansing Greatshield,IDescription:,The steel greatshield used by Knight Artorias who succumbed to the Abyss. Artorias deeply scarred by the Abyss used this to form a barrier to protect his compatriot Sif. Although this drained the shield its magic defense remains high,IType:
Prompt:,"IName:,","Completion:,",Clear Bluestone Ring,IDescription:,"A ring that belonged to Fiorenza, the only truly moneyed merchant in Volgen. Shortens spell casting time. Fiorenza used his riches to buy up trinkets of luxury and rare collectibles, but was ruined after years of excessive debauchery. ",IType:
Prompt:,"IName:,","Completion:,",Clear Deep Sea Rune,IDescription:,"A secret symbol left by Caryll, runesmith of Byrgenwerth. This transcription of the Great Ones' inhuman voices depicts downreaching currents. This rune means Deep Sea, and grants augmented resistance. Great volumes of water serve as a bulwark guarding sleep, and an augur of the eldritch Truth. Overcome this hindrance, and seek what is yours",IType:
Prompt:,"IName:,","Completion:,",Clockwise Metamorphosis Rune,IDescription:,"A secret symbol left by Caryll, runesmith of Byrgenwerth. The twisted cross means metamorphosis. Rotated clockwise, this rune boosts HP. The discovery of blood made their dream of evolution a reality. Metamorphosis, and the excesses and deviation that followed, were only the beginning.",IType:
Prompt:,"IName:,","Completion:,",Cloranthy Ring,IDescription:,"This ancient ring, engraved with a large green flower, is of unknown origin. Hastens the regeneration of stamina.",IType:
Prompt:,"IName:,","Completion:,",Cold Blood Gemstone,IDescription:,"A blood gem that fortifies weapons and adds various properties. Blood gems are especially rare blood stones that grow on coldblood. Blood gems are kneaded into weapons using workshop tools, but only when of matching shape. Most radial blood gems have effects that bear upon physical attacks.",IType:
Prompt:,"IName:,","Completion:,",Coldblood Dew,IDescription:,"Droplet of coldblood containing Blood Echoes. Use to gain Blood Echoes. Hunters sustained by the dream gain strength from Blood Echoes. They imbibe the blood with thoughts of reverence, indeed gratitude, for their victims.",IType:
Prompt:,"IName:,","Completion:,",Coldblood Flower Bulb,IDescription:,"Material used in a Holy Chalice ritual. Pale vegetation that commonly grows on coldblood in a place long abandoned, said to mature slowly in close proximity to death, and eventually bloom.",IType:
Prompt:,"IName:,","Completion:,",Coldblood Flowerbud,IDescription:,Material used in a Holy Chalice ritual. Pale vegetation that commonly grows on coldblood in a place long ago abandoned.,IType:
Prompt:,"IName:,","Completion:,",Communion Rune,IDescription:,"A secret symbol left by Caryll, runesmith of Byrgenwerth. Several runes relate to blood, including Communion, which raises the maximum number of blood vials one may carry. This rune represents the Healing Church and its ministers. Blood ministration is, of course, the pursuit of communion.",IType:
Prompt:,"IName:,","Completion:,",Copper Coin,IDescription:,"Coin made of copper. Its face shows an image of Old Man McLoyf, god of medicine and drink. Even coins of great value in the world of men have little value in Lordran, where the accepted currency is souls. Those who dream of returning to the outside world are fond of carrying these around",IType:
Prompt:,"IName:,","Completion:,",Copper Coin,IDescription:,"Coin made of copper. Its face shows an image of Old Man McLoyf, god of medicine and drink. Even coins of great value in the world of men have little value in Lordran, where the accepted currency is souls. Those who dream of returning to the outside world are fond of carrying these around",IType:
Prompt:,"IName:,","Completion:,",Corruption Rune,IDescription:,"A secret symbol left by Caryll, runesmith of Byrgenwerth. Several runes contain a nuance of Blood, including the rune of Corruption, associated with the oath of the corrupt. Pledgers to this oath are Cainhurst Vilebloods, hunters of blood who find dregs for their Queen in coldblood, particularly in that of hunters. Yet the corrupt are heretics in the eyes of the Church, and thus subject to the wrath of the Executioners",IType:
Prompt:,"IName:,","Completion:,",Cosmic Eye Watcher Badge,IDescription:,"Badge of a member of the Choir, elites of the Healing Church.

The eye signifies the very cosmos.

The Choir stumbled upon an epiphany, very suddenly and quite by accident. Here we stand, feet planted in the earth, but might the cosmos be very near us, only just above our heads?",IType:
Prompt:,"IName:,","Completion:,",Covenant of Artorias,IDescription:,"This ring symbolizes Knight Artorias's covenant with the beasts of the Abyss. Its wearer, like Artorias himself can traverse the Abyss.",IType:
Prompt:,"IName:,","Completion:,",Covetous Gold Serpent Ring,IDescription:,"The serpent is an imperfect dragon and symbol of the Undead. Its habit of devouring prey even larger than itself has led to an association of gluttony. This gold ring, engraved with the serpent, boosts its wearer's item discovery, so that more items can be amassed.",IType:
Prompt:,"IName:,","Completion:,",Covetous Gold Serpent Ring,IDescription:,"A gold ring depicting the snake, both the servant and manifestation of the god of desire, Zinder Greed is traditionally viewed as a vice, but only a coward sees every chance as something to fear",IType:
Prompt:,"IName:,","Completion:,",Covetous Silver Serpent Ring,IDescription:,"The serpent is an imperfect dragon and symbol of the Undead. Its habit of devouring prey even larger than itself has led to an association of gluttony. This silver ring, engraved with the serpent, rewards its wearer with additional souls for each kill.",IType:
